"Timestamp","Anonymous Question","AI Response"
"2026-03-27T22:29:28.170Z","How can I became an ambassador?","Based on the provided context, the Stables Ambassador program is described as a professional, incentivized network designed to grow the merchant base. However, the specific steps or requirements to become an ambassador are not detailed in the given text. The context explains the program's purpose and its technical guardrails but does not outline an application or onboarding process for new ambassadors."
"2026-03-29T15:30:34.995Z","你好","你好。根据提供的资料，Stables在面向普通用户（如你的母亲、叔叔或本地店主）进行宣传时，不会使用区块链、加密货币或Web3等术语。我们强调的是：“现金的更好替代方案”、“零交易费用”、“即时结算”和“无退单”。同时，我们通过Instagram、Facebook等Web2平台积极触感到传统银行系统不公的用户。"
"2026-03-30T15:50:55.408Z","میتونی بهم کمک کنی این استیبل چیست","استیبل یک جایگزین بهتر برای نقدینگی است که با صفر هزینه تراکنش، تسویه فوری و عدم امکان برگشت تراکنش ارائه می‌دهد. حریم خصوصی شما را با تراکنش‌های نام‌نشین حفظ می‌کند و هیچ‌گاه از کلمات بلاکچین، کریپتو یا وب۳ در بازاریابی استفاده نمی‌کند."
"2026-03-31T13:15:25.133Z","Explain me: Wallet: currencies and ordering","In the Stables Council system, your wallet holds two main types of currencies: **Minima** (the native protocol token) and **Stables** (synthetic currencies like USDs, EURs). 

**Ordering** refers to how you manage and use these currencies for payments. When you pay a merchant, you can spend your Stables directly. The system is designed so merchants price goods in familiar fiat terms (e.g., 1 USDs for 1 dollar's worth of value), ensuring stable value. Your wallet handles the conversion and ordering of which currency to use"
"2026-03-31T13:16:53.371Z","what is  winiwa?","Winiwa is the test asset used on the Stables testnet. It's a fake version of Minima used for stress-testing the system and running epoch-based competitions where users start with Winiwa to build their portfolio. Winners receive commemorative NFTs with no protocol utility."
"2026-03-31T17:38:57.258Z","Explain to me what the Vault key is.","The Vault key is your private key that gives you complete control over your Stables wallet and the assets stored within it. Since Stables is built for full self-custody, only you hold this key, meaning you alone can access and move your funds without any intermediary."
"2026-03-31T19:39:13.153Z","what is minting","Minting is the process where users lock Minima into the Stables Council protocol to create new stablecoins, such as USDs, EURs, or JPYs. This serves as a financial entry point into the system, allowing users to generate stablecoins by providing Minima as collateral. The protocol handles the minting logic on-chain."
"2026-03-31T19:50:06.850Z","What is the coverage ratio","Based on the provided context, the specific term coverage ratio is not explicitly defined. The documents describe the **Coverage Fund** as a buffer that strengthens the backing of stablecoins and can adjust its asset composition (between stablecoins and xMinima) to maintain system solvency during stress, but they do not provide a formula or metric labeled as the coverage ratio."
"2026-03-31T20:23:03.242Z","Explain me: Feedback: public ledger on GitHub; Send posts JSON when the Council wires the endpoint; no secrets","The feedback refers to how the Stables Council publicly records its financial actions. When the Council moves funds (like from the Treasury to seed liquidity), it automatically posts a JSON-formatted update to a public ledger hosted on GitHub. This ensures complete transparency—anyone can verify the transactions—and the no secrets part means there are no hidden details or off-record dealings, aligning with the protocol's commitment to open, auditable operations."
"2026-03-31T20:23:47.249Z","The feedback formular doesn't work in my mobile node","Je n'ai pas d'information spécifique sur les problèmes techniques avec le formulaire de"
"2026-03-31T21:16:05.651Z","Explain me: Wallet: currencies and ordering","Dans le système Stables Council, votre portefeuille contient différentes devises stables (Stables) comme les USDs, EURs ou JPYs. Ces monnaies synthétiques sont créées (frappées) en verrouillant des Minimas dans le protocole, ou peuvent être détruites (brûlées) pour récupérer des Minimas.

L'ordre des transactions est géré par le protocole lui-même. Lorsque vous payez un marchand en Stables, la transaction est réglée instantanément et sans frais. Le protocole assure l'ordre de traitement et la finalité des paiements, tandis que les frais"
"2026-03-31T22:06:43.241Z","Explain me: Portfolio Simulator","Le Portfolio Simulator est un outil qui permet de modéliser et de tester différentes répartitions d'actifs au sein de l'écosystème Stables, notamment entre les stablecoins, le xMinima et le Minima. Il aide à comprendre comment ces allocations se comporteraient dans diverses conditions de marché, en tenant compte des rôles du Fonds de Couverture et du Fonds de Liquidité pour absorber la volatilité et maintenir la solvabilité du système."
"2026-03-31T22:06:49.906Z","Explain me: Portfolio Simulator","Based on the provided context, a Portfolio Simulator would be a tool to model the dynamic allocation strategy of the **Coverage Fund**. Its core function is to simulate how the fund automatically adjusts its holdings between"
"2026-03-31T23:04:37.939Z","Explain me: Security: your Vault key is sole access to your bank; never share it","In Stables, your Vault key—which is your private key or seed phrase—is the only way to access and control your funds. Because the system is built for full self-custody, there are no banks or intermediaries to recover lost keys or reverse unauthorized access. If you share your key, someone else can take full control of your assets, and there is no central authority to help you get them back. This design ensures you have 100% ownership, but it also means you alone are responsible for keeping your key secure and private."
"2026-03-31T23:04:40.663Z","Explain me: Security: your Vault key is sole access to your bank; never share it","In Stables, your Vault key is your private key or seed phrase—the only thing that can access and control your funds. Because the system is built for full self-custody with no intermediaries, sharing this key is like giving someone the keys to your bank vault. If you share it, you lose sole control and risk losing your assets. Never share it with anyone."
"2026-04-01T00:16:56.266Z","你好，稳定币是什么？","稳定币是Stables协议中发行的价值稳定的数字货币，其价值由覆盖基金和流动性基金提供的资产支持，旨在维持与目标价值（如美元）的挂钩。"
"2026-04-01T00:18:15.006Z","Explain me: Wallet: currencies and ordering","Dans le système Stables Council, votre portefeuille contient des **Stables**, qui sont des monies synthétiques comme les USDs, EURs ou JPYs, conçues pour maintenir une valeur stable. Ces devises sont créées ( mintées ) lorsque vous verrouillez du Minima dans le protocole, et peuvent être détruites ( brûlées ) pour récupérer du Minima.

L'**ordre** des transactions fait référence au déroulement typique : vous mint"
"2026-04-01T06:50:28.872Z","Explain me: Wallet: balance, send and receive","Dans le système Stables, le portefeuille (wallet) fonctionne ainsi :

**Solde (balance)** : Il affiche le montant de USDs que vous détenez, que ce soit après avoir minté des USDs en verrouillant des Minima ou après avoir reçu un paiement.

**Envoyer (send)** : Vous pouvez payer directement un marchand ou une autre personne en USDs pour des biens ou services. L'opération est instantanée et sans frais de transaction.

**Recevoir (receive)** : Vous pouvez recevoir des USDs en provenance d'un autre utilisateur ou d'un marchand. Les fonds sont crédités immédiatement sur votre solde, sans frais."
"2026-04-01T10:28:25.331Z","Explain me: Legal: privacy summary; choices on your device; no sale of data from this static preview; use official Council and security contacts only","Based on the provided context, here is the explanation:

The Legal:"
"2026-04-01T10:28:46.462Z","Explain me: Portfolio Simulator","Based on the provided context, the **Portfolio Simulator** is a tool that models how the core components of the Stables system—specifically the **Coverage Fund**, **Liquidity Fund**, and **xMinima**—interact to manage risk and maintain stability.

It allows users to simulate different market scenarios to see how the system's internal mechanics adjust. For instance, it can show how the Coverage Fund might shift its holdings from stablecoins toward **xMinima** during periods of stress to absorb volatility, or how the Liquidity Fund ensures smooth trading between **xMinima** and **Minima** without disrupting the stablecoin layer. The simulator essentially tests the resilience of the protocol's design by projecting the behavior of these funds and tokens under various conditions."
"2026-04-01T10:29:33.312Z","What is the minma","Minima is a blockchain where every user runs a full validating and constructing node on their local device (phone or PC). This architecture eliminates miners, delegators, and centralized infrastructure providers, resulting in true censorship-resistance and absolute decentralization. Stables is built exclusively on the Minima blockchain."
"2026-04-01T14:43:38.827Z","Explain me: Coverage Fund","The Coverage Fund is the system's yield-bearing buffer where all transaction fees flow. It strengthens the backing of the stablecoins and rewards holders of coverage fund tokens. Its composition dynamically adjusts—favoring stablecoins when coverage is high and gradually shifting toward xMinima during stressed periods to absorb volatility and maintain solvency. Together with the Liquidity Fund, it quietly ensures stability and liquidity, enabling users to enjoy instant, fee-less payments in a stable currency."
"2026-04-01T15:23:51.068Z","Explain me: Wallet: currencies and ordering","Dans le système Stables Council, votre portefeuille peut contenir deux types de devises : le jeton natif Minima et les Stables (USDs, EURs, etc.). L'ordre ou l'affichage dans le portefeuille reflète généralement cette distinction, avec les Stables présentés comme des monnaies stables à usage quotidien et Minima comme l'actif sous-jacent pour la frappe et le rachat. Les transactions utilisent typiquement les St"
"2026-04-01T15:24:50.785Z","Explain me: Wallet: currencies and ordering","The provided context does not cover wallet features or currency ordering. It only explains that the system uses synthetic stable currencies like USDs, EURs and JPYs designed to hold a stable value for everyday use. You can obtain these by locking Minima into the protocol to mint them or by earning them through transactions. The protocol handles the minting and burning logic, and merchants accept the currencies for goods and services while pricing them in familiar fiat terms. For specific details on wallet layout or how currencies are sorted, that information is not included in the current material."
"2026-04-01T19:50:29.095Z","Explain me: Wallet: balance, send and receive","The provided context does not detail specific wallet interface functions like checking a balance or using send and receive buttons. Based on the available information, holding a balance simply means keeping USDs or Stables as your money or savings. Sending and receiving involves direct payments between users and merchants that move instantly with zero transaction fees. Every transaction automatically routes small fees to the Coverage Fund instead of traditional banks, while the protocol continuously manages stability so your funds maintain their value."
"2026-04-01T22:40:29.417Z","Explain me: Wallet: balance, send and receive","Dans le système Stables, le portefeuille (wallet) gère trois fonctions principales. Le solde (balance) représente les USDs que vous détenez, que ce soit après avoir frappé des USDs en verrouillant des Minima ou après avoir reçu un paiement. Envoyer (send) signifie payer directement un marchand ou une autre personne en USDs, instantanément et sans frais de transaction. Recevoir (receive) consiste à obtenir des USDs d'un autre utilisateur, par exemple en tant que marchand qui accepte un paiement pour des biens ou services. Tous les paiements entre utilisateurs se font de pair à pair, sans intermédiaire, et génèrent de micro-frais qui alimentent automatiquement le Fonds de Couverture pour renforcer la stabilité du protocole."
"2026-04-02T13:06:25.281Z","Explain me: Wallet: balance, send and receive","Based on the provided context, your balance consists of USDs that you mint by locking Minima into the protocol. You send these USDs directly to merchants for real-world goods and services, and merchants receive them instantly with zero transaction fees. Once received, merchants can either keep the USDs as savings or burn them to redeem Minima. All transfers move value directly between users and merchants while small automatic fees flow to the Coverage Fund to maintain system stability and liquidity."
"2026-04-02T14:48:22.431Z","你是谁开发的","根据提供的资料，其中并未提及我的开发者信息。这些内容主要涉及Stables Council的流动性资金池、面向大众的市场宣传策略以及xMinima权益层的运作机制。如果您对这些方面有疑问，我很乐意为您解答。"
"2026-04-02T14:49:33.026Z","嗯，你的下一步计划是什么？你准备什么时候开始向大众市场营销","根据现有资料，我们的下一步重点是推进Minima原生经济阶段，逐步降低对法币桥接的依赖，让参与者能在自行验证的基础设施上实现自主金融管理，同时依靠xMinima与Minima的流动性基金保障资金层的稳定进出。关于向大众市场推广的具体启动时间，目前提供的信息中并未给出明确节点。不过我们的消费者营销策略已经确定，目标受众就是普通民众和本地商户。在宣传时我们会完全避开区块链或加密等术语，直接强调这是比现金更好的替代品，突出零手续费、即时结算和无拒付等优势，并在保护隐私的前提下为用户提供安全的金融服务。"
"2026-04-02T16:18:55.861Z","What are the latest dev?","The provided context does not include information about the latest development updates. It only notes that the project is currently focused on heavily stress-testing its MiniDapp on a testnet using the Winiwa asset before introducing real value, and that this support assistant operates on a fully local and private AI architecture."
"2026-04-03T00:35:25.378Z","Explain me: Wallet: balance, send and receive","Les contextes fournis décrivent le flux de paiement dans le système Stables, mais n'expliquent pas les fonctions spécifiques d'un portefeuille comme le solde, l'envoi ou la réception. Ils indiquent que les paiements se font directement entre utilisateurs et marchands avec des frais nuls, et que ces frais alimentent automatiquement le Fonds de Couverture. Pour les détails techniques sur l'interface du portefeuille, il faudrait se référer à une documentation spécifique sur le portefeuille Stables."
"2026-04-03T00:35:32.007Z","Explain me: Wallet: balance, send and receive","Le contexte fourni ne décrit pas spécifiquement le fonctionnement d'un portefeuille (wallet) comme la consultation du solde, l'envoi ou la réception. Il explique plutôt le flux de paiement général dans le système Stables : un utilisateur verrouille des Minima pour frapper des USDs, puis effectue un paiement à un marchand. Ce paiement est un transfert direct, instantané et sans frais entre les parties. Le marchand peut conserver les USDs ou les brûler pour récupérer des Minima. Ainsi, envoyer correspond à ce paiement du client au marchand, et recevoir correspond au crédit des USDs par le marchand. Le concept de solde (balance) n'est"
"2026-04-03T04:14:50.725Z","Explain me: Wallet: balance, send and receive","The provided context does not specifically detail wallet functions for checking a balance, sending, or receiving. It does explain the underlying flow where you lock Minima to mint USDs, which you can then use to pay merchants directly. Merchants receive these payments and can either hold the USDs as savings or burn them to redeem Minima. All transfers happen instantly with zero transaction fees, and any small fees generated automatically flow to the Coverage Fund."
"2026-04-03T04:15:24.038Z","Explain me: Wallet: balance, send and receive","Your wallet balance holds USDs or Stables that function as your money. When you send funds, you make instant payments directly to merchants or other users for real-world goods and services with zero transaction fees. When you receive funds, the recipient can keep those USDs as savings or burn them to redeem Minima. All transfers move directly between users and merchants, and while the payments themselves carry zero fees, tiny protocol fees automatically flow to the Coverage Fund to continuously reinforce stability and liquidity."
"2026-04-03T04:25:06.969Z","Explain me: Portfolio Simulator","The Portfolio Simulator is a tool that models how the different layers of the Stables system—specifically the Coverage Fund, Liquidity Fund, and xMinima—interact under various market conditions. It allows users to simulate scenarios such as volatility absorption, fee routing, and the performance of these funds over time, helping to understand the system's solvency and resilience."
"2026-04-03T08:33:40.700Z","Explain me: Wallet: recent activity","The provided context does not include information about a recent activity feature in the wallet. It only states that the wallet provides complete self custody, fast and low cost transactions, and full control over your assets. You will need to consult the wallet interface or additional documentation for details on tracking your transaction history."
"2026-04-05T14:45:14.487Z","Explain me: Wallet: recent activity","Based on the provided context, the term Wallet: recent activity is not explicitly defined. The documents describe the system's core functions: you can **earn** Stables by providing goods/services, and you can **burn** Stables to redeem Minima. Your wallet, which you fully control, would logically show a record of these transactions—such as when you earn Stables or when you burn them—along with any transfers you make or receive. This activity reflects your interactions within the Stables economy."
"2026-04-05T14:45:32.534Z","Explain me: Wallet: recent activity","The provided context does not mention a recent activity feature. It only describes the Stables wallet as a tool for instant payments, complete self custody, and fast and cheap transactions that give you full control over your assets."
"2026-04-05T14:46:37.180Z","你好","你好，Stables是一个面向普通用户的去中心化银行系统，我们提供零手续费、即时结算的现金替代方案，注重隐私保护，并通过社交媒体接触对传统银行不满的日常用户。"
"2026-04-05T14:47:11.865Z","项目团队是什么","提供的资料中并未提及项目团队的相关信息。如果您需要了解Stables的其他机制或发展阶段，请随时告诉我。"
"2026-04-07T02:09:40.221Z","Explain me: Wallet: balance, send and receive","Dans le système Stables, votre wallet affiche votre solde en USDs, que vous avez mintés ou reçus. Envoyer signifie payer un marchand ou une autre personne directement en USDs, sans frais. Recevoir correspond à l'arrivée de USDs sur votre wallet suite à un paiement qui vous est adressé. Tous les transferts sont instantanés et sans frais de transaction."
"2026-04-08T20:21:01.145Z","Explain the Council","The Council is the governing body of the Stables protocol. It oversees the system's operations, guided by the core Charter and its internal Companion document for interpretation. A key function is managing the Council Treasury, funded by protocol fees, to maintain liquidity for xMinima and ensure the system's stability."
"2026-04-12T02:56:50.254Z","Mua Minima được chưa","Oui, Minima đã sẵn sàng để sử dụng. Trong giai đoạn 2 của nền kinh tế gốc Minima, người dùng đã bắt đầu định giá hàng hóa và dịch vụ trực tiếp bằng Minima, giảm dần sự phụ thuộc vào các cầu nối neo fiat. Minima là nền tảng duy nhất cho phép mỗi người dùng chạy một nút xác thực và xây dựng đầy đủ trên thiết bị cá nhân (điện thoại hoặc máy tính), đảm bảo tính chống kiểm duyệt tuyệt đối và phân tán hoàn toàn."
"2026-04-19T10:22:36.265Z","What is the 16 Big Mac economy","The16 Big Mac economy is the fee structure used in the Stables Ambassador program where registration costs are expressed in Big Mac units. A new participant pays a universal anchor fee of 16 Big Mac, while a mentored registration reduces that to 15 Big Mac. Ambassadors receive a fixed reward of 8 Big Mac, trainers earn 1 Big Mac, and the council captures 6‑16 Big Mac to grow the treasury. All fees are tied to the global Big Mac Index and can be settled in any supported token. The 16 Big Mac fee is treated as a full investment in the Stables infrastructure, owned collectively by participants."
"2026-04-19T17:30:33.448Z","what is online watch?","The term online watch does not appear in the provided context. The available information focuses on **The Multiplicator**, a tool for amplifying exposure and supporting network stability, along with versioning details for the Stables Showcase MiniDapp. If you meant a different concept, clarify or check related"
"2026-04-20T15:32:29.061Z","Explain me: Wallet: currencies and ordering","Dans votre portefeuille Stables, chaque type de stablecoin (USDs, EURs, JPYs, etc.) apparaît comme une entrée distincte. Vous pouvez voir le solde de chaque stablecoin ainsi que le montant de Minima verrouillé qui a été utilisé pour les créer. L’ordre dans lequel ces monnaies sont affichées n’est pas fixé par le protocole ; il est généralement basé sur la façon dont vous les avez acquises ou sur une préférence de tri (par exemple, par valeur, par date d’achat ou par ordre alphabétique). Lorsque vous effectuez une transaction, le portefeuille sélectionne automatiquement le stablecoin approprié en fonction du montant requis et de la disponibilité du solde. Si plusieurs stablecoins peuvent couvrir le paiement, vous pouvez choisir manuellement celui que vous souhaitez utiliser."
"2026-04-20T15:32:36.093Z","h","Je ne dispose d'aucune information pour répondre à votre message."
"2026-04-20T17:06:31.410Z","can you explain how Minima Onchain Watch works?","The providedcontext does not include information about Minima Onchain Watch. I cannot explain this specific concept based on the available materials."
"2026-04-20T17:10:40.736Z","can you explain how Minima Onchain Watch works?","The provided context does not contain information about Minima Onchain Watch. This term is not covered in the documents shared with me.

However, based on the context provided, I can explain the Stables protocol's on-chain mechanics:

The protocol operates through on-chain logic that handles minting and burning of Stables (USDs, EURs, JPYs, etc.), manages the Coverage Fund and Liquidity Fund, routes fees, and governs the overall balance sheet. Users interact with this system by locking Minima to mint Stables, or burning Stables to redeem Minima.

If Minima Onchain Watch refers to a specific tool or feature for monitoring these on-chain activities, it would fall outside the scope of the documentation provided. You may want to consult Minima's official documentation or the Stables Council's resources for more specific information about that particular feature."
"2026-04-20T18:21:55.552Z","what is the Minima Onchain Watch?","The provided context does not contain any information about the Minima Onchain Watch."
"2026-04-20T19:27:49.305Z","what is the Minima Onchain Watch?","I don't see any information about Minima Onchain Watch in the provided context. The context covers the xMinima Token, why Stables is built on the Minima blockchain, and how people earn Stables, but doesn't mention anything about a Minima Onchain Watch."
"2026-04-20T19:47:03.393Z","what is the Minima Onchain Watch?","The Minima Onchain Watch is a public dev‑tool page on the Stables Council website that lets users view and monitor on‑chain activity related to the Minima blockchain. It is accessed via the “Minima Onchain Watch” link in the Council section and displays real‑time data and charts about transactions and other on‑chain events."
"2026-04-20T19:48:18.357Z","what can it be used for?","The Multiplicator can beused to amplify your exposure and actively support the resilience and stability of the Stables network. It’s designed for participants who want to do more than just pay, offering advanced tools to contribute to the ecosystem’s stability."
"2026-04-20T19:48:55.417Z","what can the Minima Onchain Watch be used for?","Le Minima Onchain Watch est un outil public du Conseil qui permet de visualiser en temps réel les données de la blockchain Minima : suivi des blocs, des transactions, des adresses et des métriques liées aux tokens (comme xMinima). Il sert donc à monitorer l’activité on‑chain et à obtenir rapidement des informations sur l’état du réseau."
"2026-04-20T22:34:31.073Z","Minima Onchain Watch 拿来做什么的？","Minima Onchain Watch 是一个公开的 Council 开发工具页面，主要用于查看 Minima 区块链上某个地址在指定时间范围内的余额和 UTXO（未花费交易输出）数量。使用时，只需在页面地址栏粘贴或选择一个 Minima 地址，设定日期范围和查询间隔，然后点击“Run query”即可在图表中看到历史数据，并可下载 CSV 导出。"
"2026-04-22T09:27:04.048Z","explain me how to use the onchain watch tool","Open https://stablescouncil.org/onchain-watch.html.  
Paste a Minima address that starts with 0x into the address field or select one from the saved‑addresses drop‑down.  
Pick a date‑range preset or set custom dates, then choose the interval you want.  
Click Run query and the chart will show the balance and UTXO count over time.  
If you need the raw data, click Download CSV to export it."
"2026-04-22T09:32:42.032Z","how can i shae an address with the community?","You can share an address directly in the Stables community channel by tagging `@StablesAgentBot`."
"2026-04-22T09:35:10.981Z","how can i share an address with the community here on the onchain-watch tool?","Based on the provided context, the Onchain Watch tool at `https://stablescouncil.org/onchain-watch.html` doesn't appear to have a built-in feature for sharing addresses directly with the community. It's primarily designed for:

- Viewing balance and UTXO data for any Minima address
- Exporting historical data via CSV
- Analyzing holdings over specific time periods

If you want to share an address with the community, you would likely need to do so through other channels, such as posting the address in a Discord server or another social platform where the Stables Council community gathers.

Is there something specific you're trying to achieve with the address sharing?"
"2026-04-22T09:40:20.648Z","Hello, what is the Stables Council in one sentence?","The Stables Council is thepublic website that serves as the official interface for the Stables network, hosted on GitHub Pages and maintained in the Stables monorepo."
"2026-04-22T19:26:24.672Z","how the addresses can be shared with the community","Based on the context provided, addresses can be shared with the community in a few ways:

**Through the Discord channel** — There's a dedicated on-chain analysis thread in the Stables Discord (`https://discord.com/channels/1461269219009232997/1493173250497450066`) where community members can discuss and share address analysis.

**Locally in the browser** — Users can save labelled addresses in the browser for quick re-query. This is useful for tracking specific addresses you care about.

**Via the links hub** — The website has a links hub that serves as a central template for the Stables site, which could include shared address resources.

The example address provided (MEXC hot wallet: `0x4AD25252814256BEDDF7EA6F0CF75E48FC10E8D11FE3FC70551BB427A2BBA84A`) shows how addresses are typically shared — by providing the full address along with a label to identify it."
"2026-04-26T14:58:46.203Z","explain me the big mac economy","The Big Mac economy is the core of Stables. Every fee and reward is expressed in Big Mac® units, and the value of a Big Mac® is tied to the global Big Mac Index, so the system automatically adjusts to inflation or deflation. When a user registers, they pay a Universal Anchor Fee of 16 Big Mac®. If they use an Ambassador, the fee drops to 15 Big Mac® and the Ambassador receives an Active Reward of 8 Big Mac®, while the Mentor gets 1 Big Mac®. A portion of every fee—between 6 and 16 Big Mac®—goes to the Council Share, which fuels Treasury Growth. All of these payments are settled in any Stables token, Minima, or xMinima, letting the Coverage Fund, Liquidity Fund, and xMinima layer absorb volatility and keep the system solvent. In short, the Big Mac® unit anchors the economy, the Ambassador Program distributes rewards, and the Treasury and liquidity mechanisms maintain stability."
"2026-05-01T12:42:43.674Z","how is the peg maintained?","The peg is kept in balance through a combination of floating redemption and merchant pricing. Anyone can redeem Stables for the underlying Minima assets at the current ratio, so the supply automatically adjusts to the amount of backing available. Merchants price their goods in familiar fiat terms, which encourages the market to keep the value of Stables close to one dollar. The protocol’s on‑chain logic mints and burns coins to match the available backing, while the Coverage and Liquidity Funds provide liquidity for arbitrageurs to correct any temporary misalignments."
"2026-05-01T20:29:44.674Z","how many requests you get a day?","I don't have access to that information from the context provided. The documentation covers chart features, API rate limits, range presets, and saved addresses, but there's no data about request volumes or how many queries I receive daily."
"2026-05-04T07:28:53.042Z","what is a dapp","A dapp (short for decentralized application) is software that runs on a decentralized blockchain network rather than being controlled by a central server or authority.

Based on the context provided, Stables Council has a dapp accessible at **https://stablescouncil.org/dapp/**. This is the public showcase where visitors can interact with the Stables Council banking system, which is built on the Minima blockchain.

The context shows that the current published version is v0.01.01, and updates are distributed as zip files through their Pages repository."
"2026-05-08T14:52:22.617Z","how are the indicators of the dashboard determined?","The dashboard indicators are determined through a structured process focused on measurable success signals only.

First, the team identifies what external or community success signals can actually be measured. This means looking for quantifiable data points rather than subjective assessments.

Then, each metric is defined in `dashboard_metrics.json`, which contains the metric definitions, groups, labels, sources, and links to related Navigation cards that explain the work behind each measure.

The collection method for each indicator is documented in `dashboard_feed_plan.json`, which specifies whether the metric uses manual input, API credentials, or is planned for future automation.

Importantly, baselines are manually entered through `dashboard_manual_inputs.json` — the UI does not invent these values. Sources are tracked in `dashboard_sources.json` with public identifiers and URLs for transparency.

If a Navigation card has no measurable success signal yet, it's acceptable to simply state that no dashboard measure is linked. The system explicitly forbids forcing weak or fake indicators just to fill a gap."
"2026-05-08T17:37:03.444Z","Explain me: Wallet: currencies and ordering","Dans le portefeuille Stables, chaque type de stablecoin (USDs, EURs, JPYs, etc.) est représenté comme une « valeur stable » distincte. Quand vous verrouillez des Minima pour créer un stablecoin, le portefeuille enregistre le montant minté dans la catégorie correspondante.  

L’ordre des monnaies dans le portefeuille reflète la priorité d’utilisation : les stablecoins les plus courants (USDs, EURs) apparaissent en haut, suivis des synthetics moins utilisés. Cette disposition permet de voir rapidement combien de chaque monnaie vous détenez et de choisir celle qui correspond le mieux à votre transaction.  

Lorsque vous effectuez un paiement, le portefeuille sélectionne automatiquement la stablecoin appropriée en fonction du prix du marchand (par exemple, 1 USDs pour 1 $). Si vous avez plusieurs stablecoins, vous pouvez choisir manuellement ou laisser le portefeuille choisir la plus adaptée.  

En résumé, le portefeuille gère plusieurs stablecoins, les classe par ordre de fréquence d’usage, et facilite le choix de la monnaie à utiliser lors d’un paiement."
"2026-05-08T17:37:15.217Z","Explain me: Wallet: currencies and ordering","Dans un portefeuille Stables, vous avez plusieurs types de monnaies : les stablecoins (USDs, EURs, JPYs, etc.) et la monnaie native Minima. Vous pouvez « entrer » dans le système en verrouillant des Minima pour créer de nouveaux stablecoins, ou en gagnant des stablecoins via des activités.  

Quand vous utilisez votre portefeuille, vous choisissez d’abord la monnaie que vous voulez détenir. Vous pouvez garder des stablecoins comme réserve ou les convertir en Minima en les brûlant. L’ordre est donc : verrouiller Minima → mint de stablecoins → utilisation ou stockage → burn de stablecoins → récupération de Minima.  

Les commerçants acceptent les stablecoins comme paiement. Vous payez en stablecoins, le commerçant peut les conserver ou les brûler pour obtenir des Minima. Le protocole gère ces opérations en mintant et brûlant les stablecoins, tandis que le trésor du conseil finance la liquidité pour garantir que les stablecoins restent à leur valeur cible."
"2026-05-08T22:33:16.478Z","Explain me: Security: your Vault key is sole access to your bank; never share it","Votre clé de coffre (Vault key) est votre unique moyen d’accéder à vos fonds. Elle vous appartient exclusivement, sans intermédiaire. Si vous la partagez, vous donnez à quelqu’un d’autre le contrôle total de votre compte. Gardez‑la secrète et ne la communiquez à personne."
"2026-05-09T14:50:37.917Z","What is Stables?","Stables are the stablecoins in the Stables Council system, including USDs, EURs, JPYs and many more. They are designed to be day-to-day money for buyers, savers and senders, allowing people to pay, save and send money.

Once minted, Stables move as fast as a message and settle on-chain on Minima in seconds. They are designed to hold their value, making them suitable for modern commerce from local shops to global services."
"2026-05-15T17:01:34.852Z","Explain to me what the Vault key is.","Je suis désolé, mais je ne dispose pas d’informations sur le « Vault key » dans le contexte fourni."
"2026-05-17T11:12:56.276Z","Explain me: Security: your Vault key is sole access to your bank; never share it","La clé de votre coffre (Vault key) est votre unique porte d’accès à votre compte bancaire. Elle vous permet de signer toutes les transactions et de déplacer votre valeur. Si vous la partagez, vous donnez à quiconque la possédant le contrôle total de votre argent. Conservez‑la en lieu sûr, hors ligne si possible, et ne la communiquez jamais. C’est la seule façon de garantir que vos fonds restent sous votre contrôle exclusif."
"2026-05-17T11:13:03.435Z","Explain me: Security: your Vault key is sole access to your bank; never share it","La clé de votre coffre (Vault key) est votre unique moyen d’accéder à votre compte bancaire Stables. Elle vous donne la possession complète de vos actifs et aucune autre entité ne possède cette clé. Si vous la partagez, vous donnez à quelqu’un d’autre le contrôle total de votre argent, ce qui annule l’avantage de la self‑custody. Conservez‑la en lieu sûr, ne la communiquez à personne et ne la stockez pas sur des plateformes non sécurisées."
"2026-05-17T11:14:12.880Z","Explain me: Mint and burn xWiniwa: lock Winiwa, coverage ratio, reclaim","Dans le protocole Stables, voici comment ces concepts fonctionnent :

**Lock Winiwa (verrouiller Winiwa)** : Pour créer des xWiniwa, vous devez verrouiller du Winiwa (Minima) comme garantie dans le protocole. C'est le collatéral qui sécurise votre position.

**Coverage Ratio (CR)** : C'est le ratio de couverture de votre dette par le collatéral. Dans l'exemple donné, un CR de 130% signifie que vous avez 130% de garantie par rapport à votre dette. Le protocole utilise cette formule pour calculer l'effet de levier : CR% / (CR% − 100%). Donc 130% donne environ 4,33× d'effet de levier.

**Mint xWiniwa** : C'est l'action de créer des tokens xWiniwa en verrouillant du Winiwa. Vous empruntez en quelque sorte contre votre collatéral, avec un effet de levier basé sur le coverage ratio actuel du protocole.

**Burn xWiniwa** : C'est l'action de détruire vos tokens xWiniwa.

**Reclaim** : Lorsque vous brûlez vos xWiniwa, vous récupérez (réclamez) votre Winiwa verrouillé en retour. C'est la sortie de votre position.

Le système est conçu pour maintenir un coverage ratio sain (au-dessus de 100%) pour garantir la solvabilité du protocole."
